I II V1 V2 V3 V4 V5 V6
-18 -9 26 -22 5 -8 -9 0
-18 -9 26 -24 5 -8 -9 0
-18 -8 26 -26 4 -9 -9 -2
-19 -8 25 -28 3 -10 -9 -2
-19 -7 25 -30 2 -11 -9 -3
-19 -7 25 -32 2 -12 -9 -3
-20 -6 24 -33 1 -13 -10 -4
-20 -6 24 -33 1 -12 -10 -3
-20 -7 24 -33 1 -11 -10 -3
-20 -7 24 -33 1 -10 -10 -2
-20 -7 24 -33 1 -10 -10 -2
-21 -9 25 -32 1 -9 -9 0
-21 -11 25 -33 1 -9 -9 0
-21 -12 25 -34 1 -9 -9 0
-21 -14 25 -35 1 -9 -9 0
-21 -15 25 -36 1 -9 -9 0
-21 -16 26 -37 1 -9 -9 1
-21 -16 26 -38 1 -9 -9 1
-22 -15 26 -38 1 -9 -9 1
-22 -15 26 -39 1 -9 -9 1
-22 -15 26 -39 1 -9 -9 1
-23 -14 26 -40 0 -10 -10 0
-23 -14 26 -41 0 -10 -10 0
-23 -13 26 -43 0 -10 -10 0
-23 -13 26 -44 0 -10 -10 0
-23 -13 26 -45 0 -10 -10 0
-23 -12 25 -46 0 -10 -9 -2
-23 -12 25 -46 0 -10 -9 -2
-23 -12 25 -47 0 -11 -9 -2
-23 -12 25 -47 0 -11 -9 -2
-23 -12 25 -47 0 -11 -9 -2
-23 -12 26 -47 1 -12 -10 -2
-23 -13 26 -46 1 -12 -10 -2
-24 -13 26 -44 1 -11 -10 -2
-24 -14 26 -43 1 -11 -10 -2
-24 -14 26 -41 1 -11 -10 -2
-25 -15 27 -40 2 -10 -9 -2
-25 -14 27 -39 2 -10 -9 -2
-25 -14 27 -38 2 -10 -9 -2
-25 -13 27 -37 2 -10 -9 -2
-25 -13 27 -37 2 -10 -9 -2
-24 -12 27 -36 1 -9 -9 0
-24 -11 27 -36 1 -10 -9 0
-24 -10 27 -36 1 -10 -10 -2
-24 -9 27 -36 1 -11 -10 -2
-24 -9 27 -36 1 -11 -10 -2
-24 -8 26 -35 1 -12 -11 -3
-24 -9 26 -34 1 -11 -11 -3
-25 -10 26 -33 1 -11 -11 -3
-25 -11 26 -32 1 -10 -11 -3
-25 -12 26 -31 1 -10 -11 -3
-26 -13 26 -30 2 -9 -10 -3
-26 -12 26 -30 2 -10 -10 -3
-26 -11 26 -29 2 -10 -10 -4
-26 -10 26 -29 2 -11 -10 -4
-26 -9 26 -29 2 -11 -10 -4
-27 -8 25 -28 1 -12 -11 -5
-27 -8 25 -27 1 -12 -11 -5
-26 -8 25 -27 1 -11 -11 -5
-26 -8 25 -26 1 -11 -11 -5
-26 -8 25 -26 1 -11 -11 -5
-25 -7 25 -25 2 -10 -10 -4
-25 -8 25 -25 2 -10 -10 -4
-25 -9 25 -25 2 -10 -10 -4
