I II V1 V2 V3 V4 V5 V6
22 26 8 31 28 29 27 21
21 24 8 31 27 27 26 19
19 22 9 30 25 25 24 17
17 19 9 29 23 23 22 15
15 17 10 28 21 21 20 13
14 15 10 28 20 19 19 11
12 13 11 27 19 18 17 10
10 11 12 26 18 17 16 9
8 9 12 26 17 16 14 8
6 7 13 25 16 15 13 7
4 5 13 25 16 15 12 7
3 4 14 23 13 12 10 5
2 3 14 21 11 9 8 3
1 2 13 19 9 7 6 1
0 1 13 17 7 4 4 -2
-2 0 13 15 5 2 2 -4
-3 -3 12 13 3 1 1 -5
-4 -4 12 12 2 0 1 -6
-5 -6 11 10 0 0 0 -7
-6 -7 11 9 -2 -2 0 -8
-7 -8 11 8 -3 -2 0 -8
-8 -9 10 6 -5 -4 -3 -9
-9 -10 9 5 -6 -5 -4 -10
-9 -10 8 4 -7 -6 -5 -11
-10 -11 7 3 -8 -7 -6 -12
-10 -11 7 2 -9 -8 -7 -13
-11 -13 6 1 -10 -9 -8 -14
-11 -14 6 0 -10 -9 -8 -14
-12 -16 5 0 -10 -10 -9 -14
-12 -17 5 -2 -10 -10 -9 -14
-12 -18 5 -2 -10 -10 -9 -14
-13 -19 4 -3 -11 -11 -10 -15
-12 -18 4 -3 -11 -11 -10 -15
-11 -17 4 -3 -11 -11 -10 -15
-10 -16 4 -3 -11 -11 -10 -15
-10 -16 4 -3 -11 -11 -10 -15
-9 -15 4 -4 -11 -12 -9 -16
-9 -15 4 -4 -11 -12 -9 -16
-10 -14 4 -3 -11 -12 -9 -16
-10 -14 4 -3 -11 -12 -9 -16
-10 -14 4 -3 -11 -12 -9 -16
-11 -13 5 -2 -11 -11 -9 -15
-11 -14 6 -2 -10 -11 -9 -15
-12 -15 6 0 -10 -10 -9 -15
-12 -16 7 0 -9 -10 -9 -15
-12 -17 7 0 -9 -10 -9 -15
-13 -18 8 1 -8 -9 -10 -15
-13 -18 8 1 -8 -9 -10 -15
-13 -19 8 1 -8 -10 -10 -15
-13 -19 8 1 -8 -10 -10 -15
