I II V1 V2 V3 V4 V5 V6
-21 -24 18 7 -15 -10 -20 -17
-21 -24 18 7 -15 -10 -20 -17
-20 -23 18 6 -15 -10 -20 -17
-19 -23 17 6 -15 -11 -20 -17
-18 -22 17 5 -15 -11 -20 -17
-18 -22 17 5 -15 -11 -20 -17
-17 -21 16 4 -16 -12 -20 -18
-18 -21 16 4 -16 -12 -20 -18
-19 -21 16 4 -16 -13 -20 -18
-20 -21 16 4 -16 -13 -20 -18
-21 -21 16 4 -16 -13 -20 -18
-22 -22 15 4 -17 -14 -20 -17
-22 -22 15 4 -17 -14 -20 -17
-22 -22 15 4 -17 -14 -21 -18
-22 -22 15 4 -17 -14 -21 -18
-22 -22 15 4 -17 -14 -21 -18
-23 -22 15 4 -16 -14 -22 -19
-22 -21 15 4 -16 -14 -22 -19
-21 -20 14 3 -16 -14 -22 -19
-20 -19 14 3 -16 -14 -22 -19
-19 -18 14 3 -16 -14 -22 -19
-18 -17 13 2 -16 -15 -23 -19
-18 -17 13 2 -16 -15 -23 -19
-18 -17 13 2 -16 -15 -22 -19
-18 -17 13 2 -16 -15 -22 -19
-18 -17 13 2 -16 -15 -22 -19
-18 -17 13 2 -16 -15 -21 -18
-18 -17 13 2 -16 -15 -21 -18
-18 -17 12 2 -16 -15 -21 -18
-18 -17 12 2 -16 -15 -21 -18
-18 -17 12 2 -16 -15 -21 -18
-19 -16 11 1 -16 -16 -21 -18
-18 -16 12 1 -16 -16 -21 -17
-17 -16 13 1 -16 -17 -21 -17
-16 -16 14 1 -16 -17 -21 -16
-15 -16 14 1 -16 -17 -21 -16
-14 -16 15 0 -17 -18 -22 -15
-15 -16 15 0 -17 -18 -21 -15
-16 -16 15 1 -16 -17 -21 -15
-17 -16 15 1 -16 -17 -20 -15
-17 -16 15 1 -16 -17 -20 -15
-17 -14 14 2 -15 -16 -19 -15
-15 -13 14 3 -14 -15 -18 -15
-13 -12 14 3 -13 -15 -18 -15
-11 -11 14 4 -12 -14 -17 -15
-10 -10 14 4 -11 -14 -17 -15
-9 -7 14 6 -10 -13 -16 -14
-8 -4 15 7 -9 -12 -15 -13
-8 -2 16 8 -8 -11 -14 -12
-7 2 17 9 -7 -10 -13 -11
-7 4 18 10 -7 -9 -13 -10
-6 5 19 11 -6 -8 -12 -9
-5 5 18 11 -6 -8 -12 -9
-4 5 18 12 -6 -9 -12 -9
-3 5 17 12 -6 -9 -12 -9
-3 5 17 12 -6 -9 -12 -9
-2 4 15 13 -5 -9 -12 -9
0 5 13 13 -4 -8 -11 -8
0 6 11 13 -2 -7 -9 -7
1 7 9 13 0 -6 -8 -6
1 7 8 13 1 -5 -7 -5
2 8 6 11 1 -4 -6 -4
3 8 4 9 0 -5 -7 -4
4 8 3 7 -2 -6 -8 -4
5 8 1 5 -3 -7 -9 -4
5 8 0 3 -4 -7 -9 -4
6 7 -2 2 -5 -9 -10 -4
6 6 -2 1 -6 -10 -11 -5
7 4 -2 0 -7 -12 -12 -6
7 3 -2 -2 -8 -13 -13 -7
7 2 -2 -3 -9 -14 -13 -8
7 1 1 -4 -10 -15 -14 -9
6 1 2 -4 -10 -15 -14 -9
5 2 4 -4 -10 -15 -14 -9
4 2 5 -4 -10 -15 -14 -9
3 2 6 -4 -10 -15 -14 -9
-2 2 7 -5 -9 -16 -16 -9
-5 0 7 -7 -10 -18 -18 -11
-9 -3 7 -8 -11 -20 -20 -13
-13 -5 7 -10 -12 -22 -22 -15
-16 -7 7 -11 -13 -24 -24 -17
-17 -8 8 -12 -14 -25 -25 -18
-17 -8 8 -12 -14 -25 -25 -17
-17 -9 8 -12 -15 -24 -24 -17
-17 -9 8 -12 -15 -24 -24 -16
-17 -9 8 -12 -15 -24 -24 -16
-16 -10 8 -11 -16 -23 -23 -15
-16 -9 8 -11 -16 -23 -23 -15
-15 -8 8 -11 -16 -23 -24 -16
-15 -7 8 -11 -16 -23 -24 -16
-15 -7 8 -11 -16 -23 -24 -16
-14 -6 9 -11 -16 -24 -25 -17
-15 -6 9 -12 -17 -25 -26 -18
-16 -6 8 -13 -17 -26 -27 -19
-17 -6 8 -14 -18 -27 -28 -20
-17 -6 8 -14 -18 -27 -28 -20
-18 -6 7 -15 -19 -28 -29 -21
-18 -7 7 -14 -18 -28 -28 -21
-18 -8 7 -14 -18 -27 -28 -21
-18 -9 7 -13 -17 -27 -27 -21
-18 -9 7 -13 -17 -27 -27 -21
-19 -6 10 -3 -8 -19 -23 -21
-19 1 15 9 3 -11 -20 -20
-19 6 19 19 13 -3 -16 -19
-19 12 23 30 22 7 -12 -18
-19 17 27 42 32 15 -9 -17
-7 28 28 48 45 29 5 -11
7 39 28 54 58 44 19 -5
21 51 28 61 71 59 32 1
34 62 28 67 85 74 47 7
48 73 28 73 98 89 60 13
64 107 -3 42 103 111 106 54
80 145 -38 5 107 135 154 98
96 182 -74 -32 111 157 202 142
112 219 -110 -69 115 181 251 186
129 256 -145 -106 119 203 299 230
123 241 -157 -133 92 173 285 229
114 220 -166 -157 59 134 265 223
106 198 -177 -183 27 96 244 216
98 177 -186 -208 -6 57 224 210
89 155 -196 -233 -37 19 202 203
74 135 -184 -236 -66 -19 149 170
59 114 -169 -237 -95 -56 93 132
44 93 -153 -238 -122 -94 36 95
28 72 -138 -239 -150 -131 -21 58
13 52 -122 -239 -179 -169 -77 20
6 39 -106 -214 -162 -156 -80 10
0 28 -89 -183 -140 -138 -76 4
-7 17 -72 -152 -117 -119 -71 -4
-13 6 -56 -121 -96 -101 -67 -11
-19 -6 -38 -91 -73 -82 -63 -18
-20 -9 -31 -78 -64 -75 -59 -19
-21 -10 -25 -69 -57 -69 -55 -20
-21 -11 -19 -59 -50 -63 -52 -21
-22 -12 -12 -50 -41 -56 -48 -22
-22 -13 -6 -40 -34 -50 -44 -23
-23 -15 -4 -36 -32 -48 -43 -25
-24 -16 -2 -34 -30 -46 -43 -26
-24 -18 0 -32 -28 -44 -41 -27
-25 -19 2 -29 -26 -43 -41 -28
-25 -20 3 -27 -24 -40 -41 -29
-26 -21 4 -26 -23 -39 -40 -30
-26 -21 4 -25 -23 -39 -40 -31
-26 -21 5 -24 -23 -39 -40 -32
-26 -21 5 -23 -23 -39 -40 -33
-26 -21 5 -23 -23 -39 -40 -34
-27 -22 6 -22 -23 -39 -40 -35
-27 -22 6 -22 -23 -38 -40 -35
-27 -22 7 -22 -22 -37 -39 -36
