I II V1 V2 V3 V4 V5 V6
-10 -15 -3 -9 0 -11 -22 -14
-10 -15 -3 -9 0 -11 -22 -14
-10 -15 -3 -8 1 -11 -22 -14
-10 -15 -3 -8 1 -10 -22 -13
-10 -15 -3 -7 2 -10 -22 -13
-10 -15 -3 -7 2 -10 -22 -13
-9 -14 -2 -6 3 -9 -22 -12
-9 -14 -2 -6 3 -9 -22 -12
-8 -13 -2 -6 3 -10 -22 -12
-8 -13 -2 -6 3 -10 -22 -12
-8 -13 -2 -6 3 -10 -22 -12
-7 -12 -3 -7 2 -11 -23 -13
-7 -11 -3 -6 3 -11 -23 -13
-7 -11 -3 -5 3 -11 -23 -12
-7 -10 -3 -4 4 -11 -23 -12
-7 -10 -3 -3 4 -11 -23 -12
-6 -9 -3 -2 5 -10 -22 -11
-6 -9 -3 0 5 -10 -22 -11
-6 -9 -3 0 5 -10 -22 -11
-6 -9 -3 1 5 -10 -22 -11
-6 -9 -3 1 5 -10 -22 -11
-6 -10 -4 2 6 -10 -23 -11
-5 -10 -4 2 6 -10 -23 -11
-4 -9 -4 3 6 -10 -23 -11
-3 -9 -4 3 6 -10 -23 -11
-2 -9 -4 3 6 -10 -23 -11
0 -8 -5 4 7 -10 -22 -11
0 -7 -6 4 7 -10 -22 -10
1 -7 -6 4 8 -10 -21 -10
1 -6 -7 4 8 -10 -21 -9
1 -6 -7 4 8 -10 -21 -9
2 -5 -8 5 9 -11 -20 -8
2 -5 -8 6 10 -10 -19 -7
2 -5 -9 6 11 -9 -18 -7
2 -5 -9 7 12 -8 -17 -6
2 -5 -9 7 12 -8 -17 -6
3 -5 -11 8 13 -7 -16 -5
5 -4 -12 8 14 -6 -15 -4
6 -3 -13 8 15 -6 -14 -4
8 -2 -14 8 16 -5 -13 -3
9 0 -15 8 17 -5 -13 -3
11 1 -17 8 19 -2 -11 -2
13 2 -19 7 21 2 -10 0
15 3 -20 6 23 5 -8 0
17 4 -22 5 25 8 -7 1
19 4 -23 5 27 10 -6 1
21 5 -25 4 28 11 -5 3
23 5 -27 3 29 11 -4 4
25 5 -29 2 30 11 -3 5
27 5 -31 1 31 11 -2 6
28 5 -32 0 32 11 0 7
29 7 -34 -2 33 12 1 8
29 8 -35 -3 33 12 2 9
30 10 -37 -3 33 12 3 10
30 11 -38 -4 33 12 4 11
30 12 -39 -4 33 12 4 12
31 13 -40 -6 34 13 5 13
31 13 -41 -8 33 12 5 13
32 12 -41 -9 33 11 5 13
32 12 -43 -11 32 10 5 13
