I II V1 V2 V3 V4 V5 V6
-18 -16 2 -11 -16 -15 -13 -10
-18 -16 2 -11 -16 -15 -13 -10
-17 -16 2 -11 -16 -15 -13 -11
-17 -16 2 -12 -17 -15 -14 -11
-16 -16 2 -12 -17 -15 -14 -12
-16 -16 2 -12 -17 -15 -14 -12
-15 -16 1 -13 -18 -16 -15 -13
-14 -16 1 -13 -18 -17 -16 -14
-13 -16 1 -13 -19 -17 -16 -14
-12 -16 1 -13 -19 -18 -17 -15
-12 -16 1 -13 -19 -18 -17 -15
-11 -17 4 -9 -17 -19 -18 -17
-11 -18 8 -4 -14 -19 -19 -19
-11 -19 12 1 -11 -19 -20 -21
-11 -20 16 6 -8 -19 -21 -23
-11 -21 20 10 -5 -19 -22 -24
-8 -20 21 13 4 -11 -17 -21
-3 -18 20 16 12 -2 -11 -16
3 -16 19 19 19 8 -4 -11
8 -14 18 22 27 17 3 -6
12 -12 17 25 34 26 9 -2
34 7 -11 13 36 50 37 27
58 26 -38 -2 38 73 67 55
80 45 -65 -16 40 98 96 84
103 63 -93 -29 43 121 126 111
126 81 -120 -44 44 145 154 140
133 96 -153 -112 -6 120 154 148
140 109 -186 -182 -57 94 153 156
146 123 -219 -252 -109 66 151 163
153 138 -253 -321 -160 39 150 172
159 151 -285 -391 -212 13 149 179
138 141 -284 -415 -248 -34 109 149
115 128 -281 -439 -284 -82 69 117
92 115 -279 -462 -321 -131 28 85
69 103 -276 -485 -357 -179 -12 53
46 91 -274 -509 -394 -227 -52 20
35 77 -249 -462 -364 -218 -60 7
25 64 -226 -412 -331 -204 -67 -7
15 51 -201 -362 -299 -192 -74 -20
5 38 -177 -313 -266 -180 -80 -33
-6 25 -152 -263 -234 -168 -88 -47
-7 19 -130 -226 -202 -147 -79 -45
-7 13 -106 -189 -171 -126 -70 -41
-8 7 -83 -152 -139 -105 -60 -37
-8 2 -61 -115 -107 -85 -50 -34
-8 -5 -37 -78 -75 -63 -40 -31
-9 -6 -30 -65 -63 -55 -36 -28
-9 -7 -23 -53 -53 -47 -32 -26
-8 -8 -16 -39 -43 -38 -28 -24
-8 -9 -9 -27 -31 -30 -24 -22
-8 -10 -2 -15 -21 -22 -20 -20
-7 -11 2 -10 -17 -19 -19 -19
-7 -12 5 -6 -13 -17 -18 -19
-7 -13 7 -2 -9 -15 -17 -18
-7 -14 10 3 -5 -13 -16 -18
-7 -15 12 7 -2 -11 -15 -18
-8 -16 13 9 1 -9 -14 -17
-9 -16 14 11 3 -8 -14 -17
-9 -16 15 13 5 -7 -14 -17
-10 -16 16 15 7 -6 -14 -17
-10 -16 17 17 8 -5 -14 -17
-11 -16 18 18 10 -4 -13 -17
-11 -16 19 19 11 -3 -12 -16
-11 -16 19 20 12 -3 -11 -15
-11 -16 20 21 13 -2 -10 -14
-11 -16 20 21 14 -2 -10 -14
-10 -17 21 23 16 1 -9 -13
-10 -17 21 25 18 2 -9 -12
-11 -16 21 27 19 4 -8 -12
-11 -16 21 29 21 5 -8 -11
-11 -16 21 31 22 6 -8 -11
-12 -15 21 32 23 7 -6 -10
-12 -15 22 33 24 7 -5 -9
-12 -15 23 34 25 7 -4 -9
-12 -15 24 35 26 7 -3 -8
-12 -15 25 35 26 7 -2 -8
-12 -14 26 37 28 8 0 -7
-12 -14 26 38 29 9 0 -6
-12 -14 26 40 30 9 0 -6
-12 -14 26 42 31 10 0 -5
-12 -14 26 43 32 10 0 -5
-13 -13 25 45 34 11 0 -4
-13 -13 25 46 35 12 1 -3
-13 -13 25 48 37 12 2 -2
-13 -13 25 49 38 13 3 0
-13 -13 25 50 39 13 4 0
-14 -12 26 53 42 15 5 1
-14 -12 27 55 44 17 6 2
-14 -12 28 58 46 19 7 3
-14 -12 29 60 48 21 8 4
-14 -12 29 62 49 23 8 5
-15 -13 30 64 51 24 9 6
-15 -13 30 66 52 24 10 7
-14 -14 31 68 54 25 10 8
-14 -14 31 70 55 25 11 9
-14 -14 31 72 56 25 11 9
-12 -15 32 75 58 26 12 10
-11 -15 32 77 59 27 12 10
-10 -15 32 80 61 28 11 9
-9 -15 32 82 62 29 11 9
-8 -15 32 85 63 30 11 9
-6 -14 31 87 64 31 10 8
-5 -14 31 88 65 31 10 8
-4 -14 31 90 66 31 10 7
-3 -14 31 91 67 31 10 7
-2 -14 31 92 67 31 10 7
0 -15 31 94 68 31 9 5
1 -15 31 96 69 31 8 4
2 -15 32 97 70 31 7 2
3 -15 32 99 71 31 6 1
3 -15 32 100 72 31 6 0
4 -14 33 101 73 32 5 -3
5 -14 33 101 72 31 4 -4
5 -15 33 100 72 31 3 -5
6 -15 33 100 71 30 2 -6
6 -15 33 100 71 30 1 -7
7 -16 32 99 70 29 -2 -9
8 -16 32 99 70 28 -3 -10
9 -16 32 98 69 27 -4 -11
10 -16 32 98 69 26 -5 -12
10 -16 32 98 69 25 -6 -13
11 -16 31 96 67 23 -7 -14
11 -16 31 95 66 21 -8 -15
12 -16 31 93 64 20 -9 -16
12 -16 31 92 63 18 -10 -17
12 -16 31 91 62 17 -11 -17
13 -16 30 89 61 16 -12 -18
14 -15 29 88 60 16 -13 -19
15 -15 28 87 59 15 -13 -20
16 -14 27 86 58 15 -14 -21
16 -14 27 85 58 15 -14 -21
17 -13 26 82 56 14 -15 -22
18 -12 25 79 55 13 -15 -22
19 -12 24 77 54 12 -15 -22
20 -11 23 75 53 11 -15 -22
21 -11 23 73 52 10 -15 -22
23 -10 21 70 50 9 -15 -23
24 -9 20 68 48 9 -15 -23
25 -8 18 66 47 9 -15 -22
26 -7 17 63 45 9 -15 -22
27 -6 16 61 44 9 -15 -22
28 -5 14 57 42 9 -14 -21
28 -4 13 53 39 8 -14 -21
28 -3 11 50 37 7 -14 -21
28 -2 10 46 36 6 -14 -21
28 -2 9 42 34 6 -14 -21
27 0 8 38 32 5 -13 -20
27 1 7 35 30 5 -13 -19
27 1 6 32 28 5 -13 -18
27 2 5 29 26 5 -13 -17
27 2 4 26 24 5 -13 -17
27 3 3 23 22 4 -13 -16
27 2 2 20 20 3 -12 -15
27 2 1 17 18 2 -12 -15
27 1 0 15 16 1 -11 -14
27 1 -2 12 14 0 -11 -14
28 0 -3 10 12 -2 -10 -13
27 0 -4 8 10 -2 -10 -13
27 0 -4 6 8 -3 -11 -13
26 0 -5 4 7 -3 -11 -13
26 0 -5 2 5 -3 -11 -13
25 -2 -6 0 3 -5 -12 -13
24 -2 -6 -3 2 -6 -13 -14
24 -3 -6 -5 0 -8 -14 -15
23 -3 -6 -6 -2 -10 -15 -16
23 -3 -6 -8 -3 -11 -15 -17
22 -4 -6 -9 -4 -12 -16 -18
22 -5 -6 -9 -4 -12 -16 -18
21 -5 -6 -9 -4 -11 -16 -17
21 -6 -6 -9 -4 -11 -16 -17
21 -6 -6 -9 -4 -11 -16 -17
20 -7 -5 -9 -4 -10 -16 -16
20 -7 -5 -9 -4 -11 -16 -16
19 -8 -5 -10 -4 -11 -16 -16
19 -8 -5 -10 -4 -12 -16 -16
19 -8 -5 -10 -4 -12 -16 -16
18 -9 -6 -11 -3 -13 -15 -15
18 -9 -6 -11 -3 -13 -15 -16
18 -8 -6 -10 -2 -12 -15 -16
18 -8 -6 -10 -2 -12 -15 -17
18 -8 -6 -10 -2 -12 -15 -17
17 -7 -6 -9 0 -11 -15 -18
17 -7 -6 -9 -2 -11 -15 -18
17 -7 -6 -9 -2 -11 -15 -18
17 -7 -6 -9 -3 -11 -15 -18
17 -7 -6 -9 -3 -11 -15 -18
16 -7 -6 -9 -4 -12 -16 -18
15 -7 -6 -8 -4 -11 -15 -18
15 -7 -6 -8 -4 -11 -15 -18
14 -7 -6 -7 -4 -10 -14 -18
14 -7 -6 -7 -4 -10 -14 -18
13 -7 -6 -6 -4 -9 -13 -17
13 -7 -6 -6 -4 -9 -12 -17
12 -7 -5 -6 -4 -9 -12 -17
12 -7 -5 -6 -4 -9 -11 -17
12 -7 -5 -6 -4 -9 -11 -17
11 -8 -4 -7 -5 -10 -10 -16
11 -8 -4 -6 -5 -9 -10 -16
11 -7 -4 -6 -5 -9 -10 -16
11 -7 -4 -5 -5 -8 -10 -16
11 -7 -4 -5 -5 -8 -10 -16
10 -6 -5 -4 -5 -7 -11 -16
10 -6 -5 -5 -6 -8 -11 -16
10 -6 -5 -5 -6 -8 -10 -16
10 -6 -5 -6 -7 -9 -10 -16
10 -6 -5 -6 -7 -9 -10 -16
9 -6 -4 -7 -8 -10 -9 -15
9 -5 -4 -6 -7 -9 -9 -15
9 -5 -4 -6 -7 -9 -9 -15
9 -4 -4 -5 -6 -8 -9 -15
9 -4 -4 -5 -6 -8 -9 -15
9 -2 -5 -4 -5 -6 -8 -15
10 1 -3 -3 -3 -5 -7 -13
10 3 -2 -3 -2 -4 -5 -11
11 5 0 -2 0 -2 -3 -10
11 7 1 -2 1 0 -2 -8
12 9 2 0 2 1 0 -7
13 10 2 1 3 3 2 -6
13 11 2 2 4 4 3 -5
14 13 2 3 5 5 4 -4
14 14 2 3 6 6 5 -3
15 15 3 4 7 7 6 -2
15 15 3 3 7 7 6 -2
14 15 3 2 7 7 6 0
14 15 3 1 7 7 6 0
14 15 3 1 7 7 6 0
13 15 1 0 6 6 6 1
14 15 -2 0 6 6 7 3
14 16 -4 0 6 6 8 4
15 16 -5 0 6 6 9 5
15 16 -7 0 6 6 9 6
16 17 -8 1 7 7 10 7
17 17 -9 1 7 7 10 7
18 17 -9 0 6 7 10 7
19 17 -10 0 6 7 10 7
19 17 -10 0 6 7 10 7
20 15 -11 -2 4 8 10 8
20 14 -11 -2 3 6 9 7
19 13 -12 -3 1 5 8 6
19 11 -12 -3 -2 4 6 5
19 10 -12 -3 -3 3 5 4
16 8 -13 -5 -5 1 3 3
14 6 -11 -6 -6 -2 2 2
11 4 -10 -7 -7 -4 0 1
9 3 -9 -9 -9 -5 -3 0
6 1 -8 -10 -10 -7 -4 -2
3 0 -7 -11 -11 -8 -5 -3
0 -2 -5 -10 -11 -8 -5 -4
-3 -3 -4 -10 -11 -8 -5 -4
-6 -4 -3 -9 -11 -8 -5 -5
-9 -5 -2 -9 -11 -8 -5 -5
-10 -7 0 -8 -11 -10 -6 -7
-11 -8 0 -10 -13 -11 -7 -8
-12 -9 0 -11 -14 -12 -8 -9
-13 -11 0 -12 -15 -14 -10 -11
-13 -12 0 -13 -16 -15 -11 -12
-14 -13 -2 -14 -17 -16 -12 -13
-15 -13 -2 -14 -17 -16 -12 -13
-15 -13 -2 -13 -17 -16 -12 -13
-16 -13 -2 -13 -17 -16 -12 -13
-16 -13 -2 -13 -17 -16 -12 -13
-17 -14 -3 -12 -17 -15 -12 -12
-17 -15 -3 -12 -17 -15 -12 -12
-17 -15 -2 -12 -17 -15 -12 -12
-17 -16 -2 -12 -17 -15 -12 -12
-17 -16 -2 -12 -17 -15 -12 -12
-18 -17 0 -13 -17 -15 -11 -11
-17 -17 0 -12 -17 -15 -11 -11
-16 -17 0 -12 -17 -15 -12 -11
-15 -17 0 -11 -17 -15 -12 -11
-15 -17 0 -11 -17 -15 -12 -11
-14 -17 0 -10 -17 -15 -13 -12
-13 -17 0 -11 -17 -16 -13 -13
-12 -17 0 -12 -18 -16 -14 -13
-11 -17 0 -13 -18 -17 -14 -14
-11 -17 0 -13 -18 -17 -14 -14
-10 -17 -2 -14 -19 -18 -15 -15
-9 -17 -2 -14 -20 -18 -15 -15
-8 -18 -2 -14 -20 -18 -16 -15
-7 -18 -2 -14 -21 -18 -16 -15
-7 -18 -2 -14 -21 -18 -16 -15
-6 -19 1 -11 -21 -19 -17 -17
-6 -21 4 -7 -19 -19 -18 -18
-6 -22 7 -4 -16 -19 -19 -20
-6 -23 10 0 -14 -19 -20 -22
-6 -24 13 4 -12 -19 -21 -23
-6 -25 15 8 -7 -17 -21 -24
-5 -25 17 12 0 -12 -20 -24
-4 -24 20 16 6 -7 -18 -23
-2 -24 22 20 11 -2 -16 -23
0 -24 24 25 17 3 -15 -23
16 -12 10 26 26 21 6 -4
37 4 -10 25 35 43 31 21
58 18 -30 24 46 65 57 46
78 33 -50 23 56 87 82 70
100 49 -70 23 65 108 109 95
115 67 -103 -34 31 103 121 113
131 88 -139 -108 -18 88 130 131
145 108 -175 -182 -67 72 138 148
160 128 -212 -257 -116 57 146 165
175 148 -247 -330 -165 42 155 182
161 146 -257 -373 -207 2 129 165
138 136 -257 -406 -247 -47 91 136
115 125 -258 -439 -286 -95 53 106
92 114 -258 -472 -326 -142 16 76
68 104 -258 -506 -366 -190 -22 48
52 91 -245 -485 -363 -203 -41 26
38 76 -228 -447 -345 -206 -55 8
24 63 -211 -409 -325 -210 -68 -11
10 49 -192 -371 -307 -212 -81 -29
-4 34 -175 -333 -288 -215 -95 -48
-8 26 -152 -290 -257 -196 -92 -51
-6 20 -129 -246 -221 -170 -82 -47
-5 15 -104 -202 -185 -142 -72 -44
-4 9 -80 -158 -149 -115 -63 -39
-3 3 -56 -113 -113 -89 -53 -35
-2 0 -43 -90 -94 -74 -47 -32
-2 -3 -33 -73 -78 -63 -40 -30
0 -4 -24 -57 -64 -52 -35 -27
0 -6 -14 -40 -50 -41 -30 -24
0 -8 -5 -24 -34 -30 -25 -21
1 -9 1 -16 -28 -26 -23 -20
1 -10 4 -11 -24 -23 -21 -19
1 -10 7 -6 -20 -21 -20 -18
1 -11 10 -2 -16 -19 -19 -18
1 -11 13 4 -12 -16 -18 -17
0 -12 14 8 -9 -14 -17 -16
0 -12 15 11 -7 -12 -16 -16
0 -12 16 14 -4 -11 -16 -16
0 -12 17 17 -2 -9 -15 -16
0 -12 18 20 1 -7 -15 -16
-2 -13 19 21 2 -6 -14 -17
-2 -14 20 23 4 -5 -13 -16
-2 -14 21 24 5 -4 -12 -16
-2 -15 21 25 6 -4 -12 -15
-2 -15 22 26 7 -3 -11 -15
0 -16 23 28 9 0 -10 -13
0 -16 23 30 10 1 -9 -12
0 -15 23 31 12 2 -8 -11
0 -15 23 33 13 4 -7 -9
0 -15 23 35 15 5 -6 -8
-2 -14 24 36 16 6 -5 -7
-2 -14 24 36 17 6 -5 -6
-2 -14 24 37 17 6 -4 -6
-2 -14 24 37 18 6 -4 -5
-2 -14 24 37 18 6 -4 -5
-2 -14 25 39 19 6 -3 -4
-2 -14 25 40 21 8 -2 -3
-2 -13 25 43 22 9 -2 -3
-2 -13 25 44 23 10 0 -2
-2 -13 25 46 24 11 0 -2
-3 -12 26 47 25 12 1 0
-3 -12 26 48 26 12 1 1
-3 -12 26 49 26 12 2 1
-3 -12 26 50 27 12 2 2
-3 -12 26 51 27 12 2 2
-4 -11 27 53 29 13 3 3
-4 -11 28 56 31 15 4 3
-4 -11 28 58 33 16 4 4
-4 -11 29 60 36 18 5 4
-4 -11 29 63 38 20 5 4
-5 -10 30 65 39 21 6 5
-5 -10 30 66 40 22 7 6
-5 -11 30 68 42 22 7 7
-5 -11 30 69 43 23 8 8
-5 -11 30 71 44 23 8 9
-6 -12 31 73 46 24 9 10
-6 -12 32 76 48 26 9 10
-6 -12 33 79 50 27 10 10
-6 -12 33 82 52 29 10 10
-6 -12 34 86 54 30 10 10
-7 -11 35 87 55 31 11 11
-7 -11 35 89 56 31 11 11
-6 -11 36 90 57 31 11 11
-6 -11 36 91 57 31 11 11
-6 -11 36 92 58 31 11 11
-5 -11 37 94 59 32 12 12
-4 -11 38 96 60 32 11 11
-3 -11 39 97 61 32 10 11
-3 -11 39 99 61 32 9 10
-2 -11 40 101 62 32 8 10
0 -12 42 102 63 32 7 9
1 -12 43 102 63 31 6 8
2 -12 43 102 62 30 5 7
2 -12 44 102 62 30 4 6
3 -12 44 102 62 29 3 5
4 -13 45 102 61 28 2 3
4 -13 45 102 61 27 1 1
4 -13 45 102 60 26 0 0
4 -13 45 102 60 25 0 -3
4 -13 45 102 60 24 -2 -5
5 -13 46 101 58 23 -3 -6
6 -13 45 100 57 21 -5 -7
6 -13 44 98 55 20 -6 -7
7 -13 44 97 54 18 -7 -8
7 -13 43 95 52 17 -8 -8
8 -14 42 94 51 16 -9 -9
9 -14 42 92 51 15 -10 -10
9 -14 42 91 50 14 -11 -11
10 -14 42 90 50 14 -11 -11
10 -14 42 89 50 13 -12 -12
11 -13 40 87 48 12 -13 -13
