I II V1 V2 V3 V4 V5 V6
46 8 -5 1 -44 -27 -16 -18
46 8 -5 1 -44 -27 -16 -18
46 8 -5 2 -43 -27 -16 -18
46 8 -6 2 -41 -26 -15 -18
46 8 -6 3 -40 -26 -15 -18
46 8 -6 3 -40 -26 -15 -18
47 9 -7 4 -39 -25 -14 -17
47 10 -7 5 -38 -25 -14 -16
47 10 -8 6 -38 -25 -13 -16
47 11 -8 7 -37 -25 -13 -15
47 11 -8 7 -37 -25 -13 -15
48 12 -9 8 -36 -24 -12 -14
48 12 -10 8 -36 -24 -12 -14
48 12 -11 8 -36 -24 -12 -14
48 12 -12 8 -36 -24 -12 -14
48 12 -13 8 -36 -24 -12 -14
49 11 -14 8 -36 -24 -12 -14
49 12 -14 9 -35 -23 -11 -14
49 12 -14 9 -34 -23 -11 -14
49 13 -14 10 -33 -22 -10 -14
49 13 -14 10 -33 -22 -10 -14
48 14 -13 11 -32 -21 -9 -13
48 14 -13 11 -32 -21 -9 -13
48 14 -13 12 -31 -21 -9 -13
48 14 -13 12 -31 -21 -9 -13
48 14 -13 12 -31 -21 -9 -13
48 13 -13 13 -30 -21 -9 -12
48 13 -13 13 -30 -21 -9 -12
48 13 -12 13 -30 -21 -9 -11
48 13 -12 13 -30 -21 -9 -11
48 13 -12 13 -30 -21 -9 -11
49 13 -11 12 -29 -20 -9 -10
49 13 -11 13 -29 -20 -9 -10
49 13 -11 13 -29 -20 -9 -10
49 13 -11 14 -29 -20 -9 -10
49 13 -11 14 -29 -20 -9 -10
48 13 -11 15 -28 -19 -8 -10
48 13 -10 14 -28 -19 -8 -10
49 14 -10 14 -28 -19 -8 -10
49 14 -9 13 -28 -19 -8 -10
49 14 -9 13 -28 -19 -8 -10
50 15 -8 12 -27 -19 -9 -9
49 14 -8 13 -27 -19 -9 -9
48 13 -8 13 -27 -19 -9 -9
47 12 -8 14 -27 -19 -9 -9
46 12 -8 14 -27 -19 -9 -9
45 11 -7 15 -26 -19 -8 -8
45 11 -7 15 -26 -19 -8 -8
46 11 -8 14 -26 -19 -8 -8
46 11 -8 14 -26 -19 -8 -8
46 11 -8 14 -26 -19 -8 -8
47 12 -9 13 -27 -19 -9 -7
47 12 -10 13 -27 -19 -9 -7
47 12 -10 12 -27 -19 -10 -7
47 12 -11 12 -27 -19 -10 -7
47 12 -11 12 -27 -19 -10 -7
46 11 -12 11 -26 -20 -11 -8
46 11 -13 11 -26 -20 -11 -8
46 11 -13 11 -26 -20 -11 -8
46 11 -14 11 -26 -20 -11 -8
46 11 -14 11 -26 -20 -11 -8
46 11 -15 11 -26 -20 -11 -8
46 11 -15 11 -26 -21 -11 -8
46 11 -16 10 -26 -21 -12 -8
46 11 -16 10 -26 -22 -12 -8
46 11 -16 10 -26 -22 -12 -8
46 10 -17 9 -25 -23 -13 -8
46 10 -18 8 -25 -23 -13 -8
46 10 -18 8 -26 -23 -13 -8
46 10 -19 7 -26 -23 -13 -8
46 10 -19 7 -26 -23 -13 -8
46 10 -20 6 -27 -24 -14 -9
46 10 -20 6 -27 -24 -14 -9
46 10 -20 6 -27 -24 -14 -9
46 10 -20 6 -27 -24 -14 -9
46 10 -20 6 -27 -24 -14 -9
45 9 -20 6 -26 -25 -15 -9
45 9 -20 6 -26 -25 -15 -9
45 9 -20 6 -26 -25 -16 -9
45 9 -20 6 -26 -25 -16 -9
45 9 -20 6 -26 -25 -16 -9
46 8 -19 6 -26 -26 -17 -10
46 8 -19 6 -26 -26 -17 -10
46 8 -19 5 -26 -26 -17 -10
46 8 -19 5 -26 -26 -17 -10
46 8 -19 5 -26 -26 -17 -10
46 7 -18 4 -25 -26 -18 -10
46 7 -18 4 -25 -26 -18 -10
46 7 -18 4 -25 -26 -18 -10
46 7 -18 4 -25 -26 -18 -10
46 7 -18 4 -25 -26 -18 -10
45 7 -17 4 -24 -26 -18 -11
45 6 -17 4 -24 -26 -18 -11
45 6 -17 3 -24 -27 -18 -12
45 5 -17 3 -24 -27 -18 -12
45 5 -17 3 -24 -27 -18 -12
45 4 -17 2 -24 -28 -19 -13
45 4 -17 2 -24 -28 -19 -13
46 4 -17 2 -24 -28 -19 -12
46 4 -17 2 -24 -28 -19 -12
46 4 -17 2 -24 -28 -19 -12
47 5 -17 1 -24 -28 -20 -11
47 5 -18 0 -24 -28 -20 -11
47 5 -19 0 -24 -28 -21 -12
47 5 -20 -2 -24 -28 -21 -12
47 5 -20 -2 -24 -28 -21 -12
46 5 -21 -3 -24 -28 -22 -13
46 5 -21 -3 -24 -28 -22 -13
46 5 -22 -3 -24 -28 -22 -13
46 5 -22 -3 -24 -28 -22 -13
46 5 -22 -3 -24 -28 -22 -13
46 4 -23 -2 -23 -28 -22 -12
46 4 -24 -2 -23 -29 -23 -12
46 4 -24 -3 -24 -29 -23 -13
46 4 -25 -3 -24 -30 -24 -13
46 4 -25 -3 -24 -30 -24 -13
47 5 -26 -4 -25 -31 -25 -14
47 5 -26 -4 -25 -31 -25 -14
46 5 -26 -4 -25 -30 -25 -13
46 5 -26 -4 -25 -30 -25 -13
46 5 -26 -4 -25 -30 -25 -13
45 4 -27 -5 -24 -29 -25 -12
45 4 -27 -5 -24 -29 -25 -12
44 3 -27 -5 -24 -30 -25 -12
44 3 -27 -5 -24 -30 -25 -12
44 3 -27 -5 -24 -30 -25 -12
43 2 -26 -5 -25 -31 -25 -13
43 2 -25 -5 -25 -31 -25 -13
43 2 -23 -5 -25 -31 -25 -13
43 2 -22 -5 -25 -31 -25 -13
43 2 -21 -5 -25 -31 -25 -13
43 3 -20 -6 -25 -30 -25 -14
43 3 -19 -6 -25 -30 -25 -14
44 3 -18 -6 -25 -30 -25 -14
44 3 -17 -6 -25 -30 -25 -14
44 3 -17 -6 -25 -30 -25 -14
45 4 -16 -5 -24 -29 -25 -13
45 4 -15 -5 -24 -29 -25 -13
45 4 -14 -6 -24 -29 -25 -13
45 4 -13 -6 -24 -29 -25 -13
45 4 -13 -6 -24 -29 -25 -13
45 3 -12 -7 -25 -29 -25 -14
